"Sample_name","species","totalReads"
"MiFish.1121.4Pad.Up11.2.1","Homo sapiens",23
"MiFish.1121.4Pad.Up11.2.1","Pimephales promelas",3
"MiFish.1121.4Pad.Dn.3.1","Oncorhynchus mykiss",255
"MiFish.1121.4Pad.Dn.3.1","Osphranter rufus",136
"MiFish.1121.4Pad.Dn.3.1","Oncorhynchus kisutch",15102
"MiFish.1121.4Pad.Dn.3.1","Oncorhynchus clarkii",257
"MiFish.1121.4Pad.Dn.3.1","Turdus migratorius",10
"MiFish.1121.4Pad.Dn.3.1","Cottus asper",597
"MiFish.1121.4Pad.Dn.3.1","Oncorhynchus nerka",7747
"MiFish.1121.4Pad.Dn.3.1","Lepomis gibbosus",4610
"MiFish.1121.4Pad.Dn.3.1","Canis lupus",11
"MiFish.1121.4Pad.Dn.2.1","Oncorhynchus kisutch",58725
"MiFish.1121.4Pad.Dn.2.1","Oncorhynchus clarkii",554
"MiFish.1121.4Pad.Dn.2.1","Turdus migratorius",33
"MiFish.1121.4Pad.Dn.2.1","Cottus asper",7326
"MiFish.1121.4Pad.Dn.2.1","Oncorhynchus nerka",3775
"MiFish.1121.4Pad.Dn.2.1","Lepomis gibbosus",4505
"MiFish.1121.4Pad.Dn.2.1","Perca flavescens",134
"MiFish.1121.4Pad.Dn.2.1","Micropterus salmoides",93
"MiFish.1121.4Pad.Dn.1.1","Oncorhynchus kisutch",5233
"MiFish.1121.4Pad.Dn.1.1","Turdus migratorius",17
"MiFish.1121.4Pad.Dn.1.1","Oncorhynchus nerka",841
"MiFish.1121.4Pad.Dn.1.1","Lepomis gibbosus",1620
"MiFish.1121.3Chk.Up.2.1","Oncorhynchus clarkii",10272
"MiFish.1121.3Chk.Up.2.1","Homo sapiens",9
"MiFish.1121.3Chk.Up.2.1","Oncorhynchus mykiss",647
"MiFish.1121.3Chk.Up.2.1","Scapanus orarius",196
"MiFish.1121.2Brn.Up.2.1","Dicamptodon tenebrosus",40265
"MiFish.1121.2Brn.Up.2.1","Sus scrofa",93
"MiFish.1121.2Brn.Dn.3.1","Oncorhynchus clarkii",3161
"MiFish.1121.2Brn.Dn.3.1","Oncorhynchus nerka",19413
"MiFish.1121.2Brn.Dn.3.1","Homo sapiens",243
"MiFish.1121.1Prt.Up.3.1","Oncorhynchus kisutch",42713
"MiFish.1121.1Prt.Up.3.1","Oncorhynchus clarkii",954
"MiFish.1121.1Prt.Up.3.1","Lampetra ayresii",566
"MiFish.1121.1Prt.Up.2.1","Oncorhynchus kisutch",40194
"MiFish.1121.1Prt.Up.2.1","Oncorhynchus clarkii",1211
"MiFish.1121.1Prt.Up.2.1","Homo sapiens",41
"MiFish.1121.1Prt.Up.2.1","Rattus rattus",4
"MiFish.1121.1Prt.Up.1.1","Oncorhynchus kisutch",33043
"MiFish.1121.1Prt.Up.1.1","Oncorhynchus clarkii",770
"MiFish.1121.1Prt.Up.1.1","Turdus migratorius",116
"MiFish.1121.1Prt.Up.1.1","Lampetra ayresii",295
"MiFish.1121.1Prt.Up.1.1","Ameiurus nebulosus",70
"MiFish.1121.1Prt.Dn.3.1","Oncorhynchus kisutch",32520
"MiFish.1121.1Prt.Dn.3.1","Oncorhynchus clarkii",1167
"MiFish.1121.1Prt.Dn.3.1","Lampetra ayresii",150
"MiFish.1121.1Prt.Dn.3.1","Bos taurus",55
"MiFish.1121.1Prt.Dn.3.1","Rattus rattus",3
"MiFish.1121.1Prt.Dn.2.1","Oncorhynchus kisutch",32328
"MiFish.1121.1Prt.Dn.2.1","Oncorhynchus clarkii",631
"MiFish.1121.1Prt.Dn.2.1","Turdus migratorius",47
"MiFish.1121.1Prt.Dn.2.1","Lampetra ayresii",92
"MiFish.1121.1Prt.Dn.2.1","Castor canadensis",15
"MiFish.1021.3Chk.Dn.3.3","Oncorhynchus mykiss",311
"MiFish.1021.3Chk.Dn.3.3","Oncorhynchus clarkii",144993
"MiFish.1021.3Chk.Dn.3.3","Dicamptodon tenebrosus",20177
"MiFish.1021.3Chk.Dn.3.2","Oncorhynchus clarkii",107623
"MiFish.1021.3Chk.Dn.3.2","Dicamptodon tenebrosus",19107
"MiFish.1021.3Chk.Dn.3.2","Canis lupus",9
"MiFish.1021.5Sqm.Up.1.1","Oncorhynchus clarkii",3745
"MiFish.1021.5Sqm.Up.1.1","Turdus migratorius",33563
"MiFish.1021.5Sqm.Up.1.1","Lampetra ayresii",514
"MiFish.1021.5Sqm.Up.1.1","Bos taurus",63
"MiFish.1021.5Sqm.Dn.3.1","Oncorhynchus clarkii",9884
"MiFish.1021.5Sqm.Dn.3.1","Turdus migratorius",2910
"MiFish.1021.5Sqm.Dn.3.1","Lampetra ayresii",818
"MiFish.1021.5Sqm.Dn.3.1","Gasterosteus aculeatus",406
"MiFish.1021.5Sqm.Dn.3.1","Melospiza melodia",44
"MiFish.1021.5Sqm.Dn.3.1","Canis lupus",295
"MiFish.1021.5Sqm.Dn.3.1","Ursus americanus",4
"MiFish.1021.5Sqm.Dn.1.1","Oncorhynchus clarkii",11075
"MiFish.1021.5Sqm.Dn.1.1","Turdus migratorius",5312
"MiFish.1021.5Sqm.Dn.1.1","Sus scrofa",644
"MiFish.1021.5Sqm.Dn.1.1","Melospiza melodia",285
"MiFish.1021.5Sqm.Dn.1.1","Canis lupus",137
"MiFish.1021.5Sqm.Dn.1.1","Canis latrans",70
"MiFish.1021.4Pad.Up5.2.1","Oncorhynchus kisutch",6096
"MiFish.1021.4Pad.Up5.2.1","Oncorhynchus clarkii",493
"MiFish.1021.4Pad.Up5.2.1","Cottus asper",4046
"MiFish.1021.4Pad.Up5.2.1","Melospiza melodia",3
"MiFish.1021.4Pad.Up5.2.1","Poecile atricapillus",152
"MiFish.1021.4Pad.Up5.2.1","Canis latrans",123
"MiFish.1021.4Pad.Up5.1.1","Oncorhynchus kisutch",1688
"MiFish.1021.4Pad.Up5.1.1","Turdus migratorius",894
"MiFish.1021.4Pad.Up5.1.1","Cottus asper",1078
"MiFish.1021.4Pad.Up5.1.1","Homo sapiens",479
"MiFish.1021.4Pad.Up11.2.1","Oncorhynchus mykiss",13750
"MiFish.1021.4Pad.Up11.2.1","Oncorhynchus kisutch",3271
"MiFish.1021.4Pad.Up11.2.1","Oncorhynchus clarkii",3542
"MiFish.1021.4Pad.Up11.2.1","Turdus migratorius",217
"MiFish.1021.4Pad.Up11.2.1","Cottus asper",1930
"MiFish.1021.4Pad.Up11.2.1","Homo sapiens",15
"MiFish.1021.4Pad.Up11.2.1","Rattus rattus",44
"MiFish.1021.4Pad.Up11.2.1","Rattus norvegicus",28
"MiFish.1021.4Pad.Up11.1.1","Oncorhynchus mykiss",7560
"MiFish.1021.4Pad.Up11.1.1","Oncorhynchus kisutch",863
"MiFish.1021.4Pad.Up11.1.1","Oncorhynchus clarkii",1417
"MiFish.1021.4Pad.Up11.1.1","Turdus migratorius",930
"MiFish.1021.4Pad.Up11.1.1","Cottus asper",870
"MiFish.1021.4Pad.Up11.1.1","Homo sapiens",15
"MiFish.1021.4Pad.Up11.1.1","Rattus rattus",95
"MiFish.1021.4Pad.Up11.1.1","Cottus pollux",134
"MiFish.1021.4Pad.Dn.2.1","Oncorhynchus mykiss",3877
"MiFish.1021.4Pad.Dn.2.1","Oncorhynchus kisutch",2346
"MiFish.1021.4Pad.Dn.2.1","Oncorhynchus clarkii",1697
"MiFish.1021.4Pad.Dn.2.1","Cottus asper",1774
"MiFish.1021.4Pad.Dn.2.1","Homo sapiens",102
"MiFish.1021.4Pad.Dn.2.1","Rattus rattus",41
"MiFish.1021.3Chk.Up.1.1","Oncorhynchus clarkii",28020
"MiFish.1021.3Chk.Up.1.1","Pipilo maculatus",72
"MiFish.1021.3Chk.Dn.3.1","Oncorhynchus mykiss",4762
"MiFish.1021.3Chk.Dn.3.1","Oncorhynchus clarkii",131098
"MiFish.1021.3Chk.Dn.3.1","Dicamptodon tenebrosus",18177
"MiFish.1021.3Chk.Dn.3.1","Canis lupus",18
"MiFish.1021.2Brn.Up.3.1","Dicamptodon tenebrosus",23221
"MiFish.1021.2Brn.Dn.3.1","Oncorhynchus kisutch",2924
"MiFish.1021.2Brn.Dn.3.1","Oncorhynchus clarkii",16531
"MiFish.1021.2Brn.Dn.3.1","Dicamptodon tenebrosus",9561
"MiFish.1021.2Brn.Dn.3.1","Melospiza melodia",5
"MiFish.1021.2Brn.Dn.2.1","Oncorhynchus kisutch",6169
"MiFish.1021.2Brn.Dn.2.1","Oncorhynchus clarkii",14392
"MiFish.1021.2Brn.Dn.2.1","Dicamptodon tenebrosus",10249
"MiFish.1021.2Brn.Dn.2.1","Lynx rufus",25
"MiFish.1021.1Prt.Up.3.1","Oncorhynchus kisutch",2206
"MiFish.1021.1Prt.Up.3.1","Oncorhynchus clarkii",10503
"MiFish.1021.1Prt.Up.3.1","Turdus migratorius",1391
"MiFish.1021.1Prt.Up.3.1","Homo sapiens",968
"MiFish.1021.1Prt.Up.3.1","Procyon lotor",47
"MiFish.1021.1Prt.Up.3.1","Didelphis virginiana",7
"MiFish.1021.1Prt.Up.1.1","Oncorhynchus kisutch",1061
"MiFish.1021.1Prt.Up.1.1","Oncorhynchus clarkii",18686
"MiFish.1021.1Prt.Up.1.1","Turdus migratorius",975
"MiFish.1021.1Prt.Up.1.1","Lampetra ayresii",5617
"MiFish.1021.1Prt.Up.1.1","Procyon lotor",6
"MiFish.1021.1Prt.Up.1.1","Rattus rattus",7
"MiFish.1021.1Prt.Dn.3.1","Oncorhynchus kisutch",5261
"MiFish.1021.1Prt.Dn.3.1","Oncorhynchus clarkii",27594
"MiFish.1021.1Prt.Dn.3.1","Turdus migratorius",581
"MiFish.1021.1Prt.Dn.3.1","Lampetra ayresii",14655
"MiFish.1021.1Prt.Dn.3.1","Bos taurus",133
"MiFish.0921.4Pad.Up11.3.3","Oncorhynchus mykiss",102323
"MiFish.0921.4Pad.Up11.3.3","Oncorhynchus kisutch",15937
"MiFish.0921.4Pad.Up11.3.3","Oncorhynchus clarkii",13251
"MiFish.0921.4Pad.Up11.3.3","Cottus asper",12994
"MiFish.0921.4Pad.Up11.3.2","Oncorhynchus mykiss",78315
"MiFish.0921.4Pad.Up11.3.2","Oncorhynchus kisutch",16684
"MiFish.0921.4Pad.Up11.3.2","Oncorhynchus clarkii",8602
"MiFish.0921.4Pad.Up11.3.2","Cottus asper",12194
"MiFish.0921.5Sqm.Dn.1.1","Oncorhynchus clarkii",19873
"MiFish.0921.5Sqm.Dn.1.1","Rana catesbeiana",489
"MiFish.0921.5Sqm.Dn.1.1","Junco hyemalis",33
"MiFish.0921.4Pad.Up5.3.1","Oncorhynchus kisutch",5883
"MiFish.0921.4Pad.Up5.3.1","Turdus migratorius",1377
"MiFish.0921.4Pad.Up5.3.1","Homo sapiens",21
"MiFish.0921.4Pad.Up5.3.1","Canis lupus",35
"MiFish.1221.1Prt.Dn.1.1","Oncorhynchus clarkii",3689
"MiFish.1221.1Prt.Dn.1.1","Oncorhynchus kisutch",67564
"MiFish.1221.1Prt.Dn.1.1","Lampetra ayresii",1145
"MiFish.1221.1Prt.Dn.1.1","Turdus migratorius",239
"MiFish.1221.1Prt.Dn.1.1","Rattus rattus",170
"MiFish.1221.1Prt.Dn.1.1","Castor canadensis",9
"MiFish.1221.1Prt.Up.3.1","Oncorhynchus clarkii",5090
"MiFish.1221.1Prt.Up.3.1","Oncorhynchus kisutch",43066
"MiFish.1221.1Prt.Up.3.1","Lampetra ayresii",584
"MiFish.1221.1Prt.Up.3.1","Castor canadensis",262
"MiFish.1221.1Prt.Up.3.1","Rattus rattus",24
"MiFish.1221.1Prt.Up.3.1","Aix sponsa",8
"MiFish.1221.2Brn.Up.1.1","Dicamptodon tenebrosus",9895
"MiFish.1221.2Brn.Up.1.1","Homo sapiens",99
"MiFish.1221.2Brn.Up.1.1","Aplodontia rufa",32
"MiFish.1221.3Chk.Dn.3.1","Oncorhynchus clarkii",5367
"MiFish.1221.3Chk.Dn.3.1","Homo sapiens",24943
"MiFish.1221.3Chk.Dn.3.1","Didelphis virginiana",338
"MiFish.1221.4Pad.Dn.3.1","Oncorhynchus clarkii",3128
"MiFish.1221.4Pad.Dn.3.1","Perca flavescens",2789
"MiFish.1221.4Pad.Dn.3.1","Oncorhynchus kisutch",5557
"MiFish.1221.4Pad.Dn.3.1","Cottus asper",4839
"MiFish.1221.4Pad.Dn.3.1","Lepomis gibbosus",5102
"MiFish.1221.4Pad.Dn.3.1","Bos taurus",1870
"MiFish.1221.4Pad.Dn.3.1","Oncorhynchus mykiss",8469
"MiFish.1221.4Pad.Dn.3.1","Oncorhynchus nerka",853
"MiFish.1221.4Pad.Dn.3.1","Micropterus salmoides",4040
"MiFish.1221.4Pad.Dn.3.1","Castor canadensis",99
"MiFish.1221.4Pad.Dn.3.1","Turdus migratorius",991
"MiFish.1221.4Pad.Dn.3.1","Canis lupus",4
"MiFish.1221.4Pad.Dn.3.1","Rattus norvegicus",7
"MiFish.1221.4Pad.Dn.3.1","Phalacrocorax auritus",45
"MiFish.1221.5Sqm.Dn.3.1","Oncorhynchus clarkii",66215
"MiFish.1221.5Sqm.Dn.3.1","Oncorhynchus kisutch",4494
"MiFish.1221.5Sqm.Dn.3.1","Pimephales promelas",11104
"MiFish.1221.5Sqm.Dn.3.1","Ameiurus nebulosus",1591
"MiFish.1221.5Sqm.Dn.3.1","Bos taurus",7559
"MiFish.1221.5Sqm.Dn.3.1","Homo sapiens",21
"MiFish.1221.5Sqm.Dn.3.1","Oncorhynchus mykiss",1904
"MiFish.1221.5Sqm.Dn.3.1","Castor canadensis",291
"MiFish.1221.5Sqm.Dn.3.1","Rana catesbeiana",52
"MiFish.1221.5Sqm.Up.3.1","Oncorhynchus clarkii",33337
"MiFish.1221.5Sqm.Up.3.1","Oncorhynchus kisutch",3353
"MiFish.1221.5Sqm.Up.3.1","Pimephales promelas",26627
"MiFish.1221.5Sqm.Up.3.1","Ameiurus nebulosus",5982
"MiFish.1221.5Sqm.Up.3.1","Bos taurus",4257
"MiFish.1221.5Sqm.Up.3.1","Homo sapiens",903
"MiFish.1221.5Sqm.Up.3.1","Oncorhynchus mykiss",3735
"MiFish.1221.5Sqm.Up.3.1","Turdus migratorius",579
"MiFish.1221.5Sqm.Up.3.1","Rana catesbeiana",4
"MiFish.0122.1Prt.Dn.1.1","Oncorhynchus clarkii",69486
"MiFish.0122.1Prt.Dn.1.1","Oncorhynchus kisutch",14639
"MiFish.0122.1Prt.Dn.1.1","Oncorhynchus mykiss",3235
"MiFish.0122.1Prt.Dn.1.1","Didelphis virginiana",7
"MiFish.0122.1Prt.Dn.1.1","Castor canadensis",38
"MiFish.0122.1Prt.Up.3.1","Oncorhynchus clarkii",41149
"MiFish.0122.1Prt.Up.3.1","Oncorhynchus kisutch",29874
"MiFish.0122.1Prt.Up.3.1","Bos taurus",10
"MiFish.0122.1Prt.Up.3.1","Lampetra ayresii",4075
"MiFish.0122.1Prt.Up.3.1","Oncorhynchus mykiss",1562
"MiFish.0122.1Prt.Up.3.1","Sus scrofa",62
"MiFish.0122.1Prt.Up.3.1","Turdus migratorius",300
"MiFish.0122.2Brn.Dn.3.1","Oncorhynchus clarkii",18497
"MiFish.0122.2Brn.Dn.3.1","Dicamptodon tenebrosus",27588
"MiFish.0122.2Brn.Dn.3.1","Homo sapiens",2686
"MiFish.0122.2Brn.Dn.3.1","Bos taurus",14653
"MiFish.0122.3Chk.Dn.1.1","Oncorhynchus clarkii",110211
"MiFish.0122.3Chk.Dn.1.1","Oncorhynchus mykiss",18764
"MiFish.0122.3Chk.Dn.1.1","Sus scrofa",6807
"MiFish.0122.3Chk.Dn.1.1","Homo sapiens",1187
"MiFish.0122.3Chk.Dn.3.1","Oncorhynchus clarkii",142317
"MiFish.0122.3Chk.Dn.3.1","Dicamptodon tenebrosus",257
"MiFish.0122.3Chk.Dn.3.1","Oncorhynchus mykiss",20040
"MiFish.0122.3Chk.Dn.3.1","Homo sapiens",1168
"MiFish.0122.3Chk.Dn.3.1","Bucephala albeola",40
"MiFish.0122.3Chk.Dn.3.1","Canis lupus",8
"MiFish.0122.3Chk.Dn.3.1","Cervus elaphus",16
"MiFish.0122.4Pad.Dn.1.1","Perca flavescens",131390
"MiFish.0122.4Pad.Dn.1.1","Cottus asper",7767
"MiFish.0122.4Pad.Dn.1.1","Lepomis gibbosus",35079
"MiFish.0122.4Pad.Dn.1.1","Bos taurus",10
"MiFish.0122.4Pad.Dn.1.1","Sus scrofa",174
"MiFish.0122.4Pad.Dn.1.1","Oncorhynchus nerka",715
"MiFish.0122.4Pad.Dn.1.1","Oncorhynchus mykiss",1568
"MiFish.0122.4Pad.Dn.1.1","Canis lupus",8
"MiFish.0122.4Pad.Dn.2.1","Oncorhynchus clarkii",289
"MiFish.0122.4Pad.Dn.2.1","Perca flavescens",158872
"MiFish.0122.4Pad.Dn.2.1","Cottus asper",10089
"MiFish.0122.4Pad.Dn.2.1","Lepomis gibbosus",41004
"MiFish.0122.4Pad.Dn.2.1","Homo sapiens",53
"MiFish.0122.4Pad.Dn.2.1","Oncorhynchus nerka",293
"MiFish.0122.4Pad.Dn.2.1","Rattus norvegicus",89
"MiFish.0122.4Pad.Dn.3.1","Oncorhynchus clarkii",1917
"MiFish.0122.4Pad.Dn.3.1","Perca flavescens",172601
"MiFish.0122.4Pad.Dn.3.1","Cottus asper",8307
"MiFish.0122.4Pad.Dn.3.1","Lepomis gibbosus",42159
"MiFish.0122.4Pad.Dn.3.1","Homo sapiens",19
"MiFish.0122.4Pad.Dn.3.1","Oncorhynchus mykiss",305
"MiFish.0122.4Pad.Dn.3.1","Rattus rattus",14
"MiFish.0122.4Pad.Dn.3.1","Canis lupus",39
"MiFish.0122.4Pad.Up11.1.1","Oncorhynchus clarkii",1540
"MiFish.0122.4Pad.Up11.1.1","Perca flavescens",92358
"MiFish.0122.4Pad.Up11.1.1","Oncorhynchus kisutch",367
"MiFish.0122.4Pad.Up11.1.1","Cottus asper",8747
"MiFish.0122.4Pad.Up11.1.1","Lepomis gibbosus",22297
"MiFish.0122.4Pad.Up11.1.1","Bos taurus",434
"MiFish.0122.4Pad.Up11.1.1","Homo sapiens",18
"MiFish.0122.4Pad.Up11.1.1","Micropterus salmoides",1631
"MiFish.0122.4Pad.Up11.1.1","Rattus norvegicus",31
"MiFish.0122.4Pad.Up11.2.1","Oncorhynchus clarkii",109
"MiFish.0122.4Pad.Up11.2.1","Perca flavescens",108127
"MiFish.0122.4Pad.Up11.2.1","Cottus asper",8174
"MiFish.0122.4Pad.Up11.2.1","Lepomis gibbosus",19641
"MiFish.0122.4Pad.Up11.2.1","Bos taurus",42
"MiFish.0122.4Pad.Up11.2.1","Oncorhynchus mykiss",52
"MiFish.0122.4Pad.Up11.2.1","Sus scrofa",19
"MiFish.0122.4Pad.Up11.2.1","Oncorhynchus nerka",98
"MiFish.0122.4Pad.Up11.2.1","Canis lupus",4
"MiFish.0122.4Pad.Up11.3.1","Perca flavescens",87159
"MiFish.0122.4Pad.Up11.3.1","Cottus asper",6724
"MiFish.0122.4Pad.Up11.3.1","Lepomis gibbosus",16269
"MiFish.0122.4Pad.Up11.3.1","Homo sapiens",54
"MiFish.0122.4Pad.Up11.3.1","Oncorhynchus nerka",182
"MiFish.0122.4Pad.Up11.3.1","Canis lupus",12
"MiFish.0122.5Sqm.Dn.2.1","Oncorhynchus clarkii",96947
"MiFish.0122.5Sqm.Dn.2.1","Pimephales promelas",3563
"MiFish.0122.5Sqm.Dn.2.1","Ameiurus nebulosus",5571
"MiFish.0122.5Sqm.Dn.2.1","Bos taurus",2809
"MiFish.0122.5Sqm.Dn.2.1","Castor canadensis",44
"MiFish.0122.5Sqm.Dn.2.1","Rana catesbeiana",73
"MiFish.0122.5Sqm.Dn.2.1","Capra hircus",90
"MiFish.0122.5Sqm.Up.3.1","Oncorhynchus clarkii",12220
"MiFish.0122.5Sqm.Up.3.1","Pimephales promelas",20846
"MiFish.0122.5Sqm.Up.3.1","Homo sapiens",125
"MiFish.0122.5Sqm.Up.3.1","Bos taurus",4870
"MiFish.0122.5Sqm.Up.3.1","Rana catesbeiana",141
"MiFish.0122.5Sqm.Up.3.1","Gallus gallus",155
"MiFish.0122.5Sqm.Up.3.1","Branta canadensis",16
"MiFish.0122.1Prt.Dn.3.3","Oncorhynchus clarkii",155573
"MiFish.0122.1Prt.Dn.3.3","Oncorhynchus kisutch",40187
"MiFish.0122.1Prt.Dn.3.3","Dicamptodon tenebrosus",204
"MiFish.0122.1Prt.Dn.3.3","Bos taurus",209
"MiFish.0122.1Prt.Dn.3.3","Lampetra ayresii",6822
"MiFish.0122.1Prt.Dn.3.3","Oncorhynchus mykiss",2952
"MiFish.0122.1Prt.Dn.3.3","Castor canadensis",292
"MiFish.0122.1Prt.Dn.3.3","Sus scrofa",1483
"MiFish.0122.1Prt.Dn.3.3","Ondatra zibethicus",5
"MiFish.0222.1Prt.Dn.3.1","Oncorhynchus clarkii",30669
"MiFish.0222.1Prt.Dn.3.1","Oncorhynchus kisutch",47764
"MiFish.0222.1Prt.Dn.3.1","Lampetra ayresii",1864
"MiFish.0222.1Prt.Dn.3.1","Prosopium williamsoni",2016
"MiFish.0222.1Prt.Dn.3.1","Castor canadensis",9
"MiFish.0222.1Prt.Dn.3.1","Didelphis virginiana",151
"MiFish.0222.1Prt.Up.2.1","Oncorhynchus clarkii",26238
"MiFish.0222.1Prt.Up.2.1","Oncorhynchus kisutch",43488
"MiFish.0222.1Prt.Up.2.1","Bos taurus",39
"MiFish.0222.1Prt.Up.2.1","Lampetra ayresii",2718
"MiFish.0222.1Prt.Up.2.1","Prosopium williamsoni",978
"MiFish.0222.1Prt.Up.2.1","Didelphis virginiana",7
"MiFish.0222.2Brn.Dn.1.1","Oncorhynchus clarkii",63604
"MiFish.0222.2Brn.Dn.1.1","Dicamptodon tenebrosus",13377
"MiFish.0222.2Brn.Dn.1.1","Castor canadensis",50
"MiFish.0222.2Brn.Dn.3.1","Oncorhynchus clarkii",38959
"MiFish.0222.2Brn.Dn.3.1","Dicamptodon tenebrosus",28983
"MiFish.0222.2Brn.Dn.3.1","Castor canadensis",1050
"MiFish.0222.2Brn.Dn.3.1","Sus scrofa",1429
"MiFish.0222.2Brn.Up.1.1","Dicamptodon tenebrosus",15697
"MiFish.0222.2Brn.Up.1.1","Homo sapiens",203
"MiFish.0222.2Brn.Up.1.1","Gobio gobio",1883
"MiFish.0222.2Brn.Up.2.1","Dicamptodon tenebrosus",61607
"MiFish.0222.2Brn.Up.2.1","Homo sapiens",73
"MiFish.0222.3Chk.Up.1.1","Oncorhynchus clarkii",36597
"MiFish.0222.3Chk.Up.1.1","Dicamptodon tenebrosus",12936
"MiFish.0222.3Chk.Up.1.1","Taricha granulosa",2229
"MiFish.0222.3Chk.Up.2.1","Oncorhynchus clarkii",21945
"MiFish.0222.3Chk.Up.2.1","Oncorhynchus mykiss",8840
"MiFish.0222.3Chk.Up.2.1","Homo sapiens",18
"MiFish.0222.3Chk.Up.2.1","Bucephala albeola",143
"MiFish.0222.4Pad.Dn.1.1","Oncorhynchus clarkii",2220
"MiFish.0222.4Pad.Dn.1.1","Perca flavescens",55971
"MiFish.0222.4Pad.Dn.1.1","Oncorhynchus kisutch",2034
"MiFish.0222.4Pad.Dn.1.1","Cottus asper",27798
"MiFish.0222.4Pad.Dn.1.1","Lepomis gibbosus",6835
"MiFish.0222.4Pad.Dn.1.1","Oncorhynchus mykiss",6371
"MiFish.0222.4Pad.Dn.1.1","Didelphis virginiana",13
"MiFish.0222.4Pad.Dn.1.1","Bucephala albeola",59
"MiFish.0222.4Pad.Dn.1.1","Procyon lotor",14
"MiFish.0222.4Pad.Dn.2.1","Oncorhynchus clarkii",1843
"MiFish.0222.4Pad.Dn.2.1","Perca flavescens",21118
"MiFish.0222.4Pad.Dn.2.1","Cottus asper",12284
"MiFish.0222.4Pad.Dn.2.1","Lepomis gibbosus",4385
"MiFish.0222.4Pad.Dn.2.1","Bos taurus",274
"MiFish.0222.4Pad.Dn.2.1","Homo sapiens",4888
"MiFish.0222.4Pad.Dn.2.1","Oncorhynchus mykiss",3374
"MiFish.0222.4Pad.Dn.2.1","Oncorhynchus nerka",806
"MiFish.0222.4Pad.Dn.2.1","Bucephala albeola",30
"MiFish.0222.4Pad.Dn.2.1","Fulica americana",15
"MiFish.0222.4Pad.Dn.3.1","Oncorhynchus clarkii",1270
"MiFish.0222.4Pad.Dn.3.1","Perca flavescens",80235
"MiFish.0222.4Pad.Dn.3.1","Oncorhynchus kisutch",1623
"MiFish.0222.4Pad.Dn.3.1","Cottus asper",51116
"MiFish.0222.4Pad.Dn.3.1","Lepomis gibbosus",3539
"MiFish.0222.4Pad.Dn.3.1","Oncorhynchus mykiss",13950
"MiFish.0222.4Pad.Dn.3.1","Oncorhynchus nerka",4089
"MiFish.0222.4Pad.Dn.3.1","Bucephala albeola",176
"MiFish.0222.4Pad.Up11.3.1","Oncorhynchus clarkii",621
"MiFish.0222.4Pad.Up11.3.1","Perca flavescens",27802
"MiFish.0222.4Pad.Up11.3.1","Oncorhynchus kisutch",348
"MiFish.0222.4Pad.Up11.3.1","Cottus asper",24155
"MiFish.0222.4Pad.Up11.3.1","Lepomis gibbosus",5879
"MiFish.0222.4Pad.Up11.3.1","Homo sapiens",748
"MiFish.0222.4Pad.Up11.3.1","Oncorhynchus mykiss",3035
"MiFish.0222.4Pad.Up11.3.1","Sus scrofa",364
"MiFish.0222.4Pad.Up11.3.1","Canis lupus",135
"MiFish.0222.4Pad.Up5.2.1","Oncorhynchus clarkii",2269
"MiFish.0222.4Pad.Up5.2.1","Perca flavescens",41809
"MiFish.0222.4Pad.Up5.2.1","Cottus asper",71384
"MiFish.0222.4Pad.Up5.2.1","Lepomis gibbosus",6760
"MiFish.0222.4Pad.Up5.2.1","Oncorhynchus mykiss",2123
"MiFish.0222.5Sqm.Dn.2.1","Oncorhynchus clarkii",6419
"MiFish.0222.5Sqm.Dn.2.1","Oncorhynchus kisutch",7327
"MiFish.0222.5Sqm.Dn.2.1","Pimephales promelas",54926
"MiFish.0222.5Sqm.Dn.2.1","Ameiurus nebulosus",23345
"MiFish.0222.5Sqm.Dn.2.1","Bos taurus",13019
"MiFish.0222.5Sqm.Dn.2.1","Homo sapiens",233
"MiFish.0222.5Sqm.Dn.2.1","Lampetra ayresii",9263
"MiFish.0222.5Sqm.Dn.2.1","Castor canadensis",26
"MiFish.0222.5Sqm.Dn.2.1","Rana catesbeiana",172
"MiFish.0222.5Sqm.Dn.2.1","Didelphis virginiana",45
"MiFish.0222.5Sqm.Dn.2.1","Aix sponsa",122
"MiFish.0222.5Sqm.Dn.2.1","Canis lupus",4
"MiFish.0222.5Sqm.Dn.2.1","Ondatra zibethicus",5
"MiFish.0222.5Sqm.Dn.3.1","Oncorhynchus clarkii",33542
"MiFish.0222.5Sqm.Dn.3.1","Oncorhynchus kisutch",3310
"MiFish.0222.5Sqm.Dn.3.1","Pimephales promelas",52377
"MiFish.0222.5Sqm.Dn.3.1","Ameiurus nebulosus",12773
"MiFish.0222.5Sqm.Dn.3.1","Bos taurus",1718
"MiFish.0222.5Sqm.Dn.3.1","Homo sapiens",4
"MiFish.0222.5Sqm.Dn.3.1","Oncorhynchus mykiss",1620
"MiFish.0222.5Sqm.Dn.3.1","Rana catesbeiana",96
"MiFish.0222.5Sqm.Up.2.1","Oncorhynchus clarkii",36561
"MiFish.0222.5Sqm.Up.2.1","Pimephales promelas",84737
"MiFish.0222.5Sqm.Up.2.1","Ameiurus nebulosus",28911
"MiFish.0222.5Sqm.Up.2.1","Bos taurus",11296
"MiFish.0222.5Sqm.Up.2.1","Homo sapiens",158
"MiFish.0222.5Sqm.Up.2.1","Castor canadensis",367
